"ResponseId","study","level","competence","warm","category"
"R_2rHs3FBYpz2w3AV","kline","straight",81,66,"sexual orientation"
"R_2rj8lwrGO3yAZ82","kline","gay",70,32,"sexual orientation"
"R_2rj8lwrGO3yAZ82","kline","straight",64,31,"sexual orientation"
"R_2tMzxxqm3aOyCt1","kline","gay",59,81,"sexual orientation"
"R_2tMzxxqm3aOyCt1","kline","straight",85,63,"sexual orientation"
"R_2tchVWZwWj5q4uq","kline","gay",51,50,"sexual orientation"
"R_2tchVWZwWj5q4uq","kline","straight",64,50,"sexual orientation"
"R_2z5TMmj921OPxwV","kline","gay",82,60,"sexual orientation"
"R_2z5TMmj921OPxwV","kline","straight",81,51,"sexual orientation"
"R_2z5xUox29bp9Bzi","kline","gay",67,32,"sexual orientation"
"R_2z5xUox29bp9Bzi","kline","straight",73,23,"sexual orientation"
"R_33xOWPjwikCpvxS","kline","gay",11,29,"sexual orientation"
"R_33xOWPjwikCpvxS","kline","straight",60,39,"sexual orientation"
"R_3CW2N9GXO0KRLFQ","kline","gay",67,62,"sexual orientation"
"R_3CW2N9GXO0KRLFQ","kline","straight",100,100,"sexual orientation"
"R_3GdL0WIVO8P9bwp","kline","gay",74,83,"sexual orientation"
"R_3GdL0WIVO8P9bwp","kline","straight",74,88,"sexual orientation"
"R_3GqXY3XzyXyxBgk","kline","gay",30,80,"sexual orientation"
"R_3GqXY3XzyXyxBgk","kline","straight",98,0,"sexual orientation"
"R_3Iaf95fDqBEjmTs","kline","gay",50,50,"sexual orientation"
"R_3Iaf95fDqBEjmTs","kline","straight",80,50,"sexual orientation"
"R_3KAVrVrI1O4nCCl","kline","gay",39,32,"sexual orientation"
"R_3KAVrVrI1O4nCCl","kline","straight",100,68,"sexual orientation"
"R_3Lhki3RN00pLMhJ","kline","gay",27,21,"sexual orientation"
"R_3Lhki3RN00pLMhJ","kline","straight",66,28,"sexual orientation"
"R_3LiJcoEJDJuQvcJ","kline","gay",90,60,"sexual orientation"
"R_3LiJcoEJDJuQvcJ","kline","straight",90,50,"sexual orientation"
"R_3Ok7UeMFujvCAIr","kline","gay",69,49,"sexual orientation"
"R_3Ok7UeMFujvCAIr","kline","straight",82,68,"sexual orientation"
"R_3VPOsthqTX79PG1","kline","gay",49,64,"sexual orientation"
"R_3VPOsthqTX79PG1","kline","straight",63,43,"sexual orientation"
"R_3dS5euE48hoRSPj","kline","gay",79,80,"sexual orientation"
"R_3dS5euE48hoRSPj","kline","straight",94,88,"sexual orientation"
"R_3e7RlqwDTXiQJy0","kline","gay",64,79,"sexual orientation"
"R_3e7RlqwDTXiQJy0","kline","straight",82,36,"sexual orientation"
"R_3e9pNDFidqSDz6o","kline","gay",42,70,"sexual orientation"
"R_3e9pNDFidqSDz6o","kline","straight",76,42,"sexual orientation"
"R_3fUIIJlELAgMuU4","kline","gay",29,50,"sexual orientation"
"R_3fUIIJlELAgMuU4","kline","straight",29,78,"sexual orientation"
"R_3gL6MdN8z0vjzPw","kline","gay",45,30,"sexual orientation"
"R_3gL6MdN8z0vjzPw","kline","straight",80,40,"sexual orientation"
"R_3h5OsLBM5F1hg7x","kline","gay",46,49,"sexual orientation"
"R_3h5OsLBM5F1hg7x","kline","straight",46,14,"sexual orientation"
"R_3jfxebj1MwewFqx","kline","gay",40,72,"sexual orientation"
"R_3jfxebj1MwewFqx","kline","straight",38,39,"sexual orientation"
"R_3k6Urcu3UbwF8oJ","kline","gay",51,48,"sexual orientation"
"R_3k6Urcu3UbwF8oJ","kline","straight",50,50,"sexual orientation"
"R_3lsrGLmQgNP4VIL","kline","gay",50,49,"sexual orientation"
"R_3lsrGLmQgNP4VIL","kline","straight",55,49,"sexual orientation"
"R_3qVww1Q8nnLEQc8","kline","gay",40,35,"sexual orientation"
"R_3qVww1Q8nnLEQc8","kline","straight",6,6,"sexual orientation"
"R_3rG3Wh0n4qnEHwO","kline","gay",81,72,"sexual orientation"
"R_3rG3Wh0n4qnEHwO","kline","straight",76,51,"sexual orientation"
"R_3snxVVwHwHUGvQ5","kline","gay",67,51,"sexual orientation"
"R_3snxVVwHwHUGvQ5","kline","straight",46,48,"sexual orientation"
"R_5jqQFwKdm1jHzOx","kline","gay",40,60,"sexual orientation"
"R_5jqQFwKdm1jHzOx","kline","straight",70,30,"sexual orientation"
"R_6xJS5hHd4DibSOB","kline","gay",100,94,"sexual orientation"
"R_6xJS5hHd4DibSOB","kline","straight",52,100,"sexual orientation"
"R_8CkCcjtOPktykhj","kline","gay",71,60,"sexual orientation"
"R_8CkCcjtOPktykhj","kline","straight",39,39,"sexual orientation"
"R_AmP0yiHdfNi2Z9L","kline","gay",50,70,"sexual orientation"
"R_AmP0yiHdfNi2Z9L","kline","straight",100,50,"sexual orientation"
"R_DHV5lBRDe92GoyR","kline","gay",62,49,"sexual orientation"
"R_DHV5lBRDe92GoyR","kline","straight",57,70,"sexual orientation"
"R_DtKVc47koSBZ7Il","kline","gay",50,50,"sexual orientation"
"R_DtKVc47koSBZ7Il","kline","straight",50,40,"sexual orientation"
"R_UDWY0igMff6LRVn","kline","gay",61,66,"sexual orientation"
"R_UDWY0igMff6LRVn","kline","straight",56,10,"sexual orientation"
"R_UQoNKCdhkxTt961","kline","gay",21,67,"sexual orientation"
"R_UQoNKCdhkxTt961","kline","straight",50,60,"sexual orientation"
"R_VL9NpekUI4BK1cR","kline","gay",41,81,"sexual orientation"
"R_VL9NpekUI4BK1cR","kline","straight",21,70,"sexual orientation"
"R_WqbLVvLHRHfqJ9v","kline","gay",15,30,"sexual orientation"
"R_WqbLVvLHRHfqJ9v","kline","straight",88,90,"sexual orientation"
"R_XTAzmTAYDRx9WQp","kline","gay",89,92,"sexual orientation"
"R_XTAzmTAYDRx9WQp","kline","straight",80,64,"sexual orientation"
"R_ahpEX2Yybqg6hJ7","kline","gay",16,19,"sexual orientation"
"R_ahpEX2Yybqg6hJ7","kline","straight",78,53,"sexual orientation"
"R_b4zrinhUeNokVGN","kline","gay",46,41,"sexual orientation"
"R_b4zrinhUeNokVGN","kline","straight",44,67,"sexual orientation"
"R_cSz3Nag1WAEwDIZ","kline","gay",13,10,"sexual orientation"
"R_cSz3Nag1WAEwDIZ","kline","straight",17,82,"sexual orientation"
"R_pKmbS4c5VrwC413","kline","gay",51,50,"sexual orientation"
"R_pKmbS4c5VrwC413","kline","straight",64,70,"sexual orientation"
"R_sFPNb52QxZaUgEh","kline","gay",50,75,"sexual orientation"
"R_sFPNb52QxZaUgEh","kline","straight",80,51,"sexual orientation"
"R_sMqbMpOXfaKw9Db","kline","gay",92,92,"sexual orientation"
"R_sMqbMpOXfaKw9Db","kline","straight",98,71,"sexual orientation"
"R_svaRay6n7GNNLWN","kline","gay",82,71,"sexual orientation"
"R_svaRay6n7GNNLWN","kline","straight",80,71,"sexual orientation"
"R_vIhNBnO1EhpQ3K1","kline","gay",68,80,"sexual orientation"
"R_vIhNBnO1EhpQ3K1","kline","straight",52,61,"sexual orientation"
"R_w0OV5AzgOcSzPih","kline","gay",50,51,"sexual orientation"
"R_w0OV5AzgOcSzPih","kline","straight",10,9,"sexual orientation"
"R_w5lZrhMW5GroFot","kline","gay",62,69,"sexual orientation"
"R_w5lZrhMW5GroFot","kline","straight",96,56,"sexual orientation"
"R_xbxd1OKMtJOCy5P","kline","gay",45,48,"sexual orientation"
"R_xbxd1OKMtJOCy5P","kline","straight",78,39,"sexual orientation"
"R_xfw1yuAF7Eu239T","kline","gay",62,61,"sexual orientation"
"R_xfw1yuAF7Eu239T","kline","straight",34,32,"sexual orientation"
"R_yC50Ow2jO6UZn5n","kline","gay",34,51,"sexual orientation"
"R_yC50Ow2jO6UZn5n","kline","straight",12,23,"sexual orientation"
"R_yluqJP6NTdcmKtj","kline","gay",90,50,"sexual orientation"
"R_yluqJP6NTdcmKtj","kline","straight",75,60,"sexual orientation"
"R_ym6AfJDLtMJwfE5","kline","gay",58,52,"sexual orientation"
"R_ym6AfJDLtMJwfE5","kline","straight",70,55,"sexual orientation"
"R_zUvYDXRWEcCJE1H","kline","gay",25,25,"sexual orientation"
"R_zUvYDXRWEcCJE1H","kline","straight",71,30,"sexual orientation"
"R_zZ7kU8CbCX7RTC9","kline","gay",92,87,"sexual orientation"
"R_zZ7kU8CbCX7RTC9","kline","straight",100,64,"sexual orientation"
"R_1etmOFEg5u3hHZd","mishel","queer",18,20,"sexual orientation"
"R_1etmOFEg5u3hHZd","mishel","control",56,63,"sexual orientation"
"R_2uybwOAsiL63Ukf","mishel","queer",99,93,"sexual orientation"
"R_2uybwOAsiL63Ukf","mishel","control",97,45,"sexual orientation"
"R_ANck6CfQeOmKFQl","mishel","queer",88,50,"sexual orientation"
"R_ANck6CfQeOmKFQl","mishel","control",79,29,"sexual orientation"
"R_2ZIAM0bcZWiW6xf","mishel","queer",46,50,"sexual orientation"
"R_2ZIAM0bcZWiW6xf","mishel","control",51,51,"sexual orientation"
"R_1oc2vu8nqajfPTh","mishel","queer",49,37,"sexual orientation"
"R_1oc2vu8nqajfPTh","mishel","control",72,25,"sexual orientation"
"R_bCwTIWFYbnPQlA5","mishel","queer",12,10,"sexual orientation"
"R_bCwTIWFYbnPQlA5","mishel","control",1,1,"sexual orientation"
"R_1jwwG1Bce0XADON","mishel","queer",60,30,"sexual orientation"
"R_1jwwG1Bce0XADON","mishel","control",90,40,"sexual orientation"
"R_3kocg86C7rC2BET","mishel","queer",61,61,"sexual orientation"
"R_3kocg86C7rC2BET","mishel","control",82,80,"sexual orientation"
"R_3jFbF5fpeFQyDMR","mishel","queer",40,40,"sexual orientation"
"R_3jFbF5fpeFQyDMR","mishel","control",21,32,"sexual orientation"
"R_3JfpiUdSGBSpudS","mishel","queer",64,66,"sexual orientation"
"R_3JfpiUdSGBSpudS","mishel","control",78,72,"sexual orientation"
"R_ePYZfFqsTC7Ccxj","mishel","queer",65,65,"sexual orientation"
"R_ePYZfFqsTC7Ccxj","mishel","control",56,55,"sexual orientation"
"R_3Ra1IttPVEhVJ6R","mishel","queer",65,50,"sexual orientation"
"R_3Ra1IttPVEhVJ6R","mishel","control",50,57,"sexual orientation"
"R_3qTYlEXkNagiar9","mishel","queer",77,28,"sexual orientation"
"R_3qTYlEXkNagiar9","mishel","control",94,25,"sexual orientation"
"R_1hJOsgsEIncPUVR","mishel","queer",47,60,"sexual orientation"
"R_1hJOsgsEIncPUVR","mishel","control",73,67,"sexual orientation"
"R_1Ao1KopQmfJ8YXn","mishel","queer",100,100,"sexual orientation"
"R_1Ao1KopQmfJ8YXn","mishel","control",100,100,"sexual orientation"
"R_27BbNIdisLE3uQU","mishel","queer",35,40,"sexual orientation"
"R_27BbNIdisLE3uQU","mishel","control",87,82,"sexual orientation"
"R_1mKkOSGZ17H5GI8","mishel","queer",31,38,"sexual orientation"
"R_1mKkOSGZ17H5GI8","mishel","control",40,39,"sexual orientation"
"R_2sdKCiZmMESdtfS","mishel","queer",94,93,"sexual orientation"
"R_2sdKCiZmMESdtfS","mishel","control",88,65,"sexual orientation"
"R_2yj7ZAR7r5V0CuL","mishel","queer",12,9,"sexual orientation"
"R_2yj7ZAR7r5V0CuL","mishel","control",86,70,"sexual orientation"
"R_C8lcKDZuGyDdQ1H","mishel","queer",50,50,"sexual orientation"
"R_C8lcKDZuGyDdQ1H","mishel","control",75,50,"sexual orientation"
"R_1F4iUrYvDHz47rx","mishel","queer",57,31,"sexual orientation"
"R_1F4iUrYvDHz47rx","mishel","control",78,36,"sexual orientation"
"R_Avxux8koZrb5hEB","mishel","queer",44,69,"sexual orientation"
"R_Avxux8koZrb5hEB","mishel","control",53,23,"sexual orientation"
"R_0Ilb6R0yqWPV4w9","mishel","queer",11,58,"sexual orientation"
"R_0Ilb6R0yqWPV4w9","mishel","control",30,37,"sexual orientation"
"R_2zCrgxK1TpHlbh3","mishel","queer",95,76,"sexual orientation"
"R_2zCrgxK1TpHlbh3","mishel","control",98,39,"sexual orientation"
"R_2Quji31sP1QwE8T","mishel","queer",74,6,"sexual orientation"
"R_2Quji31sP1QwE8T","mishel","control",100,60,"sexual orientation"
"R_1q8rtOAVhGspCAW","mishel","queer",77,52,"sexual orientation"
"R_1q8rtOAVhGspCAW","mishel","control",81,66,"sexual orientation"
"R_RssO5uAZQJPQH1D","mishel","queer",82,81,"sexual orientation"
"R_RssO5uAZQJPQH1D","mishel","control",66,51,"sexual orientation"
"R_12JgZp582ZxFgL2","mishel","queer",60,62,"sexual orientation"
"R_12JgZp582ZxFgL2","mishel","control",76,45,"sexual orientation"
"R_9pqfkVLpnpBaGrL","mishel","queer",80,81,"sexual orientation"
"R_9pqfkVLpnpBaGrL","mishel","control",80,82,"sexual orientation"
"R_1EZ3gcH1wn5UzqY","mishel","queer",70,40,"sexual orientation"
"R_1EZ3gcH1wn5UzqY","mishel","control",83,29,"sexual orientation"
"R_1n7yUko4Nw2G3Uk","mishel","queer",92,92,"sexual orientation"
"R_1n7yUko4Nw2G3Uk","mishel","control",91,68,"sexual orientation"
"R_30nRhWsHaNQo5Ew","mishel","queer",47,43,"sexual orientation"
"R_30nRhWsHaNQo5Ew","mishel","control",79,55,"sexual orientation"
"R_3L24U7iGaMsCS7d","mishel","queer",59,48,"sexual orientation"
"R_3L24U7iGaMsCS7d","mishel","control",77,18,"sexual orientation"
"R_1K8VPeBpAKhN4jo","mishel","queer",66,48,"sexual orientation"
"R_1K8VPeBpAKhN4jo","mishel","control",48,29,"sexual orientation"
"R_3kFH0l97fI5Yzre","mishel","queer",75,90,"sexual orientation"
"R_3kFH0l97fI5Yzre","mishel","control",90,45,"sexual orientation"
"R_1k19xUeBPm4MZli","mishel","queer",70,50,"sexual orientation"
"R_1k19xUeBPm4MZli","mishel","control",70,40,"sexual orientation"
"R_BDS1F0fXgMHV0l3","mishel","queer",47,66,"sexual orientation"
"R_BDS1F0fXgMHV0l3","mishel","control",43,44,"sexual orientation"
"R_sYI3AsFV0g1SKZz","mishel","queer",12,20,"sexual orientation"
"R_sYI3AsFV0g1SKZz","mishel","control",46,46,"sexual orientation"
"R_1I3OgRatDD0capL","mishel","queer",100,100,"sexual orientation"
"R_1I3OgRatDD0capL","mishel","control",100,100,"sexual orientation"
"R_22QaK00vPWrQ02r","mishel","queer",91,52,"sexual orientation"
"R_22QaK00vPWrQ02r","mishel","control",98,63,"sexual orientation"
"R_1qWgjn6V6ezaGP1","mishel","queer",50,60,"sexual orientation"
"R_1qWgjn6V6ezaGP1","mishel","control",90,70,"sexual orientation"
"R_RyS7fe4jJOmu61X","mishel","queer",60,84,"sexual orientation"
"R_RyS7fe4jJOmu61X","mishel","control",72,50,"sexual orientation"
"R_PCJ9JQq7DF3PYR3","mishel","queer",42,41,"sexual orientation"
"R_PCJ9JQq7DF3PYR3","mishel","control",85,84,"sexual orientation"
"R_3oFRcvPvTbkBPdo","mishel","queer",74,81,"sexual orientation"
"R_3oFRcvPvTbkBPdo","mishel","control",84,75,"sexual orientation"
"R_1d5demFjY5Cn24D","mishel","queer",70,81,"sexual orientation"
"R_1d5demFjY5Cn24D","mishel","control",77,56,"sexual orientation"
"R_2bZfbPRl5d9YXw5","mishel","queer",71,42,"sexual orientation"
"R_2bZfbPRl5d9YXw5","mishel","control",26,31,"sexual orientation"
"R_Rrig86LV0l9Lp4J","mishel","queer",71,68,"sexual orientation"
"R_Rrig86LV0l9Lp4J","mishel","control",70,56,"sexual orientation"
"R_yWRNdcb7QgqbEcN","mishel","queer",46,50,"sexual orientation"
"R_yWRNdcb7QgqbEcN","mishel","control",70,40,"sexual orientation"
"R_3iUdMR5rSvN36QW","mishel","queer",53,40,"sexual orientation"
"R_3iUdMR5rSvN36QW","mishel","control",55,28,"sexual orientation"
"R_264KHCXKbeNjkiU","mishel","queer",52,43,"sexual orientation"
"R_264KHCXKbeNjkiU","mishel","control",68,61,"sexual orientation"
"R_2QQWZXYo4xIstOB","mishel","queer",53,61,"sexual orientation"
"R_2QQWZXYo4xIstOB","mishel","control",84,29,"sexual orientation"
"R_3fivfFLms0pwXyV","mishel","queer",71,54,"sexual orientation"
"R_3fivfFLms0pwXyV","mishel","control",85,71,"sexual orientation"
"R_BzhT3D3hpQK4t8t","mishel","queer",50,42,"sexual orientation"
"R_BzhT3D3hpQK4t8t","mishel","control",48,60,"sexual orientation"
"R_2vi6cIJF34Wf1E2","mishel","queer",52,61,"sexual orientation"
"R_2vi6cIJF34Wf1E2","mishel","control",53,31,"sexual orientation"
"R_2S6KGagZeh10a6r","mishel","queer",60,65,"sexual orientation"
"R_2S6KGagZeh10a6r","mishel","control",65,40,"sexual orientation"
"R_2wSJVemMIYdWWBE","mishel","queer",28,55,"sexual orientation"
"R_2wSJVemMIYdWWBE","mishel","control",29,63,"sexual orientation"
"R_bdbAyYatrkJOFVf","mishel","queer",80,65,"sexual orientation"
"R_bdbAyYatrkJOFVf","mishel","control",85,45,"sexual orientation"
"R_9XD9Loft49TNj7X","mishel","queer",54,52,"sexual orientation"
"R_9XD9Loft49TNj7X","mishel","control",59,50,"sexual orientation"
"R_2cinorFhcDCKfWO","mishel","queer",35,30,"sexual orientation"
"R_2cinorFhcDCKfWO","mishel","control",14,33,"sexual orientation"
"R_2riJtQeVud76Dbs","mishel","queer",10,50,"sexual orientation"
"R_2riJtQeVud76Dbs","mishel","control",41,70,"sexual orientation"
"R_2ugmmt906m1lFzX","mishel","queer",37,37,"sexual orientation"
"R_2ugmmt906m1lFzX","mishel","control",63,32,"sexual orientation"
"R_2pMHF2gaOwylV2t","mishel","queer",90,45,"sexual orientation"
"R_2pMHF2gaOwylV2t","mishel","control",65,60,"sexual orientation"
"R_1CDBHKkFmfiZZNh","mishel","queer",84,83,"sexual orientation"
"R_1CDBHKkFmfiZZNh","mishel","control",90,61,"sexual orientation"
"R_Z8GlQ4Ho66JAmQx","mishel","queer",50,51,"sexual orientation"
"R_Z8GlQ4Ho66JAmQx","mishel","control",54,50,"sexual orientation"
"R_1BRHvSYeDBvrXXj","mishel","queer",55,52,"sexual orientation"
"R_1BRHvSYeDBvrXXj","mishel","control",60,28,"sexual orientation"
"R_1d4zBuKGS43aywZ","mishel","queer",20,20,"sexual orientation"
"R_1d4zBuKGS43aywZ","mishel","control",50,25,"sexual orientation"
"R_3IXfDhwltMqxCht","mishel","queer",45,45,"sexual orientation"
"R_3IXfDhwltMqxCht","mishel","control",59,55,"sexual orientation"
"R_1CrWI26I3NPQNzE","mishel","queer",45,42,"sexual orientation"
"R_1CrWI26I3NPQNzE","mishel","control",65,41,"sexual orientation"
"R_D65Z1VVtF7vqCAN","mishel","queer",55,48,"sexual orientation"
"R_D65Z1VVtF7vqCAN","mishel","control",58,47,"sexual orientation"
"R_bf7EhIni3KwUKPL","mishel","queer",19,23,"sexual orientation"
"R_bf7EhIni3KwUKPL","mishel","control",49,50,"sexual orientation"
"R_6WfwscUytJW3qRr","mishel","queer",50,50,"sexual orientation"
"R_6WfwscUytJW3qRr","mishel","control",70,50,"sexual orientation"
"R_1pRNtHYOX8xJ9hT","mishel","queer",18,13,"sexual orientation"
"R_1pRNtHYOX8xJ9hT","mishel","control",82,58,"sexual orientation"
"R_3pmB4hbTgfW5VJU","mishel","queer",50,50,"sexual orientation"
"R_3pmB4hbTgfW5VJU","mishel","control",90,80,"sexual orientation"
"R_CmLLeotbCecSS5z","mishel","queer",50,30,"sexual orientation"
"R_CmLLeotbCecSS5z","mishel","control",100,5,"sexual orientation"
"R_3L5Up65fplcVtH3","mishel","queer",38,80,"sexual orientation"
"R_3L5Up65fplcVtH3","mishel","control",74,65,"sexual orientation"
"R_yvyd5MsCZDYviJH","mishel","queer",63,61,"sexual orientation"
"R_yvyd5MsCZDYviJH","mishel","control",48,48,"sexual orientation"
"R_3M9ZmHFhNJ4P9lo","mishel","queer",21,35,"sexual orientation"
"R_3M9ZmHFhNJ4P9lo","mishel","control",16,17,"sexual orientation"
"R_2uEXCqEQFwg4mPv","mishel","queer",34,46,"sexual orientation"
"R_2uEXCqEQFwg4mPv","mishel","control",94,86,"sexual orientation"
"R_301uPNEV3gTmc7E","mishel","queer",69,65,"sexual orientation"
"R_301uPNEV3gTmc7E","mishel","control",64,48,"sexual orientation"
"R_3Eu8eIanoslX7mG","mishel","queer",60,60,"sexual orientation"
"R_3Eu8eIanoslX7mG","mishel","control",70,55,"sexual orientation"
"R_2EirFGBCNTnJUur","mishel","queer",61,65,"sexual orientation"
"R_2EirFGBCNTnJUur","mishel","control",88,91,"sexual orientation"
"R_2sTOI3zKxEbRuyD","mishel","queer",41,2,"sexual orientation"
"R_2sTOI3zKxEbRuyD","mishel","control",88,20,"sexual orientation"
"R_1LG5TP6iB34k34q","mishel","queer",85,60,"sexual orientation"
"R_1LG5TP6iB34k34q","mishel","control",80,10,"sexual orientation"
"R_XXpAGk0709sIjeh","mishel","queer",33,31,"sexual orientation"
"R_XXpAGk0709sIjeh","mishel","control",62,61,"sexual orientation"
"R_3Jr8ASMTt9BZ5TV","mishel","queer",50,74,"sexual orientation"
"R_3Jr8ASMTt9BZ5TV","mishel","control",70,28,"sexual orientation"
"R_2f3TdrgVtPmYSQc","mishel","queer",74,59,"sexual orientation"
"R_2f3TdrgVtPmYSQc","mishel","control",75,50,"sexual orientation"
"R_2EuhkfukceuqxfE","mishel","queer",85,50,"sexual orientation"
"R_2EuhkfukceuqxfE","mishel","control",90,86,"sexual orientation"
"R_3Kr8sDhdGySURAK","mishel","queer",85,50,"sexual orientation"
"R_3Kr8sDhdGySURAK","mishel","control",80,65,"sexual orientation"
"R_3Hjgfyqv6dVfuBZ","mishel","queer",83,75,"sexual orientation"
"R_3Hjgfyqv6dVfuBZ","mishel","control",90,89,"sexual orientation"
"R_2rBkHyqtYnBOicv","mishel","queer",64,61,"sexual orientation"
"R_2rBkHyqtYnBOicv","mishel","control",98,90,"sexual orientation"
"R_1rvrcmDKwS0IsE2","mishel","queer",64,53,"sexual orientation"
"R_1rvrcmDKwS0IsE2","mishel","control",100,42,"sexual orientation"
"R_3nxxe9N9fevQtnb","mishel","queer",95,91,"sexual orientation"
"R_3nxxe9N9fevQtnb","mishel","control",97,91,"sexual orientation"
"R_6SfXhBAfwxugKFr","mishel","queer",52,46,"sexual orientation"
"R_6SfXhBAfwxugKFr","mishel","control",63,55,"sexual orientation"
"R_3KAZVKldTC2T5g5","mishel","queer",83,82,"sexual orientation"
"R_3KAZVKldTC2T5g5","mishel","control",69,53,"sexual orientation"
"R_25R6ieOvcKkp1N9","mishel","queer",94,90,"sexual orientation"
"R_25R6ieOvcKkp1N9","mishel","control",98,98,"sexual orientation"
"R_8wW20NgeShpLMyd","mishel","queer",26,21,"sexual orientation"
"R_8wW20NgeShpLMyd","mishel","control",89,79,"sexual orientation"
"R_3CTbBzCzwhaMlVl","mishel","queer",70,85,"sexual orientation"
"R_3CTbBzCzwhaMlVl","mishel","control",60,50,"sexual orientation"
"R_3HNclmGv9D0cDVw","mishel","queer",40,35,"sexual orientation"
"R_3HNclmGv9D0cDVw","mishel","control",50,50,"sexual orientation"
"R_2BbXqWHhYwhbYn6","mishel","queer",65,50,"sexual orientation"
"R_2BbXqWHhYwhbYn6","mishel","control",85,70,"sexual orientation"
"R_10OYrJ7CFQn9f0Q","mishel","lesbian",65,51,"sexual orientation"
"R_10OYrJ7CFQn9f0Q","mishel","straight",80,40,"sexual orientation"
"R_11clsXP535si0XC","mishel","lesbian",41,41,"sexual orientation"
"R_11clsXP535si0XC","mishel","straight",84,81,"sexual orientation"
"R_12lpV6nsIaHJ8K4","mishel","lesbian",50,70,"sexual orientation"
"R_12lpV6nsIaHJ8K4","mishel","straight",80,50,"sexual orientation"
"R_12nwZqkReEuu9hu","mishel","lesbian",50,50,"sexual orientation"
"R_12nwZqkReEuu9hu","mishel","straight",50,50,"sexual orientation"
"R_1Fg3F1zdJQQsb3k","mishel","lesbian",53,60,"sexual orientation"
"R_1Fg3F1zdJQQsb3k","mishel","straight",76,62,"sexual orientation"
"R_1FrMXiCtBmnV0uO","mishel","lesbian",60,60,"sexual orientation"
"R_1FrMXiCtBmnV0uO","mishel","straight",75,75,"sexual orientation"
"R_1H5iUQLEpcZzs8l","mishel","lesbian",25,23,"sexual orientation"
"R_1H5iUQLEpcZzs8l","mishel","straight",59,15,"sexual orientation"
"R_1MOLOKhzoZEdPIl","mishel","lesbian",73,50,"sexual orientation"
"R_1MOLOKhzoZEdPIl","mishel","straight",70,50,"sexual orientation"
"R_1NgGqPAoC4Dm4ac","mishel","lesbian",85,75,"sexual orientation"
"R_1NgGqPAoC4Dm4ac","mishel","straight",50,74,"sexual orientation"
"R_1NsowDOJoostGDN","mishel","lesbian",50,55,"sexual orientation"
"R_1NsowDOJoostGDN","mishel","straight",60,66,"sexual orientation"
"R_1OluyZpb2vksRKi","mishel","lesbian",63,11,"sexual orientation"
"R_1OluyZpb2vksRKi","mishel","straight",74,35,"sexual orientation"
"R_1PbCAH5AgN3DaIj","mishel","lesbian",23,60,"sexual orientation"
"R_1PbCAH5AgN3DaIj","mishel","straight",66,79,"sexual orientation"
"R_1dbm8hD1lyAsJeT","mishel","lesbian",65,50,"sexual orientation"
"R_1dbm8hD1lyAsJeT","mishel","straight",75,50,"sexual orientation"
"R_1djm9o8mRHHLTRz","mishel","lesbian",80,61,"sexual orientation"
"R_1djm9o8mRHHLTRz","mishel","straight",56,71,"sexual orientation"
"R_1dz8oQuiFytxMVQ","mishel","lesbian",91,31,"sexual orientation"
"R_1dz8oQuiFytxMVQ","mishel","straight",86,45,"sexual orientation"
"R_1eXcWh2rm633lqT","mishel","lesbian",33,21,"sexual orientation"
"R_1eXcWh2rm633lqT","mishel","straight",47,32,"sexual orientation"
"R_1hQP2LiiQiVzAw2","mishel","lesbian",72,62,"sexual orientation"
"R_1hQP2LiiQiVzAw2","mishel","straight",66,70,"sexual orientation"
"R_1il15M70LYNEQdx","mishel","lesbian",82,94,"sexual orientation"
"R_1il15M70LYNEQdx","mishel","straight",88,79,"sexual orientation"
"R_1j9BzAPm5NGxhY6","mishel","lesbian",19,9,"sexual orientation"
"R_1j9BzAPm5NGxhY6","mishel","straight",72,30,"sexual orientation"
"R_1jULVzbXtzM3DYC","mishel","lesbian",0,0,"sexual orientation"
"R_1jULVzbXtzM3DYC","mishel","straight",100,100,"sexual orientation"
"R_1pyrQcUyzgxSbMX","mishel","lesbian",9,21,"sexual orientation"
"R_1pyrQcUyzgxSbMX","mishel","straight",56,7,"sexual orientation"
"R_1r389NBRj4JgS98","mishel","lesbian",87,62,"sexual orientation"
"R_1r389NBRj4JgS98","mishel","straight",87,64,"sexual orientation"
"R_1r8r8IhWlb8Ql4H","mishel","lesbian",81,54,"sexual orientation"
"R_1r8r8IhWlb8Ql4H","mishel","straight",85,80,"sexual orientation"
"R_21bMIW97J11kUUP","mishel","lesbian",70,50,"sexual orientation"
"R_21bMIW97J11kUUP","mishel","straight",90,51,"sexual orientation"
"R_25ttQeTWc6U7auq","mishel","lesbian",57,9,"sexual orientation"
"R_25ttQeTWc6U7auq","mishel","straight",35,21,"sexual orientation"
"R_25zL6dU5K7JhCst","mishel","lesbian",65,41,"sexual orientation"
"R_25zL6dU5K7JhCst","mishel","straight",70,51,"sexual orientation"
"R_273eChsv5CGRjO1","mishel","lesbian",29,31,"sexual orientation"
"R_273eChsv5CGRjO1","mishel","straight",23,20,"sexual orientation"
"R_27QEhnK9OJYNn0P","mishel","lesbian",74,50,"sexual orientation"
"R_27QEhnK9OJYNn0P","mishel","straight",70,50,"sexual orientation"
"R_27UlT35HcLhpyqo","mishel","lesbian",59,14,"sexual orientation"
"R_27UlT35HcLhpyqo","mishel","straight",62,61,"sexual orientation"
"R_27kfEWtLplBlECv","mishel","lesbian",50,15,"sexual orientation"
